image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6262.JPG,469,643,469,76,38,0.5,71.64311071965496,0.9726543820331011,0.2859481167614658,0.19952048586259408,0.9511558004668705,"[[-2.1281887591455634e-07, 2.0721273502899427e-06, -0.0005073813574878804], [7.478869274626454e-07, 5.4595031324459875e-08, -0.009328091212707116], [-0.0008916315392928928, 0.006617577164603927, 0.9999999999999999]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6265.JPG,469,857,469,35,11,0.3142857142857143,191.96885951186576,50.66159763471532,0.1778711938122059,3.329242694608956e-13,0.7651231135868661,"[[-1.170146445893065e-06, 1.3543348048554465e-05, -0.01152994914663576], [-1.3249944464639209e-05, -1.8418088795549273e-06, 0.0008178231826638538], [0.012242456398693568, -0.00037222639665232635, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6268.JPG,469,884,469,26,9,0.34615384615384615,90.09007503914803,28.25059456656636,0.1139178397027969,3.078631346654797e-13,0.9998989722682046,"[[-6.061280045939761e-07, 5.610678050440527e-07, 0.0008495527203810017], [4.1750857128514095e-06, -5.970666713072999e-07, -0.0025018635860236736], [-0.0024167295815201023, -9.15690560663886e-05, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6271.JPG,469,898,469,26,10,0.38461538461538464,122.2756748335919,43.348089280916696,0.020582008406172712,5.957429204430698e-13,0.20582008405723218,"[[-1.3733746421756494e-06, 4.878748432550258e-06, -0.001805661017326229], [-3.557246078655392e-06, 2.559684915477358e-06, 0.0008300783822756879], [0.003498555417817006, -0.005841161510454087, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6280.JPG,469,817,469,22,9,0.4090909090909091,91.18175747273924,7.422342913845506,0.1551807283159444,1.161862705164615e-12,0.7040547983566746,"[[1.2733775698174493e-06, 1.4111701597878075e-07, -0.0010317844803063943], [2.649256158141688e-07, 7.562659672258461e-08, -0.00023020802404967645], [-0.0012174447299527422, -0.0001752056499819205, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6283.JPG,469,822,469,25,10,0.4,108.06802693695128,64.21808403701657,0.04571870081629155,1.198251591204927e-12,0.44854685527910965,"[[-4.5394779613933185e-07, 9.8374945946362e-07, -0.00037131648276027697], [1.141961800282789e-06, 2.362327079422924e-07, -0.0008289344883796981], [-0.0005522508350506965, -0.0010355115011684837, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6286.JPG,469,843,469,17,8,0.47058823529411764,177.03858993036485,39.36077232722057,0.01882011120926192,1.3345103536837285e-13,0.15056088967172168,"[[1.0683010997114186e-06, 1.3949970581724401e-06, -0.0022172215144998903], [-6.26730867772133e-07, -4.3140315988618613e-07, 0.000873076917456732], [7.425624467237824e-05, -0.000947338623072144, 0.9999999999999999]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6289.JPG,469,1298,469,17,9,0.5294117647058824,107.13413605877923,0.4125647277423824,0.04584052530512209,4.542154596483953e-13,0.4125647277423824,"[[1.615975272866403e-06, -8.468981804604661e-07, -0.0003528891379278146], [2.224011457720144e-07, 1.2301778362475108e-06, -0.0010974905015615523], [-0.001472138893987502, -9.965003569930649e-05, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6292.JPG,469,1400,469,25,9,0.36,159.3640007198255,54.842071177518044,0.007835173647240228,1.3248784032745936e-12,0.07051656281596858,"[[-8.666985510041307e-07, 3.951947777599013e-07, 0.0003334799516677972], [4.549278838861547e-06, -1.539983288219002e-06, -0.002221884710719217], [-0.0017614068923842866, 0.00043788489015559717, 1.0]]"
/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6256.JPG,/home/kane/code/GF4/week2/Dataset_mode/images/IMG_6295.JPG,469,898,469,18,9,0.5,71.080007754451,4.94189330506435,0.07541670493871903,5.262959106055914e-12,0.5915020736228062,"[[-1.134380332391382e-06, -4.906957396067298e-07, 0.0011550673640131155], [2.7756368259293203e-06, 1.5555496658229978e-06, -0.0031408219849650668], [-0.0008282110944850426, -0.0005350318822067785, 1.0]]"
